Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
VERIFIED	SUPERAGENT	Office Space	"195,000 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	1	"1,095 sqft"
VERIFIED	SUPERAGENT	Office Space	"380,000 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,098 sqft"
VERIFIED	SUPERAGENT	Office Space	"99,000 AED/year"	"Park Lane Tower, Business Bay, Dubai"	N/A	N/A	524 sqft
VERIFIED	N/A	Office Space	"1,200,000 AED/year"	"Vision Tower, Business Bay, Dubai"	N/A	1	"4,060 sqft"
VERIFIED	SUPERAGENT	Office Space	"500,000 AED/year"	"Bay Square Building 3, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,576 sqft"
VERIFIED	SUPERAGENT	Office Space	"145,000 AED/year"	"Silver Tower, Business Bay, Dubai"	N/A	1	"1,106 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,100,000 AED/year"	"Marina Plaza, Dubai Marina, Dubai"	N/A	N/A	"3,956 sqft"
VERIFIED	SUPERAGENT	Office Space	"169,999 AED/year"	"Indigo Icon, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	1	"1,043 sqft"
VERIFIED	SUPERAGENT	Office Space	"400,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	"1,394 sqft"
N/A	SUPERAGENT	Office Space	"130,000 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	2	"1,075 sqft"
N/A	SUPERAGENT	Office Space	"30,000 AED/year"	"Julphar Commercial Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	1	750 sqft
VERIFIED	SUPERAGENT	Office Space	"190,000 AED/year"	"Jumeirah Bay X2, JLT Cluster X, Jumeirah Lake Towers, Dubai"	N/A	2	"1,091 sqft"
VERIFIED	SUPERAGENT	Office Space	"120,000 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,092 sqft"
VERIFIED	SUPERAGENT	Office Space	"75,000 AED/year"	"Park Lane Tower, Business Bay, Dubai"	N/A	N/A	418 sqft
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	530 sqft
VERIFIED	SUPERAGENT	Office Space	"240,000 AED/year"	"The Citadel Tower, Business Bay, Dubai"	N/A	N/A	"1,198 sqft"
VERIFIED	SUPERAGENT	Office Space	"80,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	439 sqft
VERIFIED	SUPERAGENT	Office Space	"85,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	2	439 sqft
VERIFIED	SUPERAGENT	Office Space	"1,100,000 AED/year"	"Marina Plaza, Dubai Marina, Dubai"	N/A	N/A	"3,957 sqft"
VERIFIED	SUPERAGENT	Office Space	"250,000 AED/year"	"The Metropolis, Business Bay, Dubai"	N/A	N/A	"1,158 sqft"
VERIFIED	SUPERAGENT	Office Space	"521,560 AED/year"	"AL Zarouni Business Center, Al Barsha 1, Al Barsha, Dubai"	N/A	1	"4,012 sqft"
VERIFIED	SUPERAGENT	Office Space	"94,999 AED/year"	"Armada Tower 2, JLT Cluster P, Jumeirah Lake Towers, Dubai"	N/A	1	751 sqft
VERIFIED	SUPERAGENT	Office Space	"99,999 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	1	924 sqft
N/A	SUPERAGENT	Office Space	"477,900 AED/year"	"Bay Square Building 7, Bay Square, Business Bay, Dubai"	N/A	1	"1,593 sqft"
N/A	SUPERAGENT	Office Space	"1,402,100 AED/year"	"Al Moosa Tower 2, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	1	"8,012 sqft"
N/A	SUPERAGENT	Office Space	"318,945 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	1	"1,933 sqft"
VERIFIED	SUPERAGENT	Office Space	"100,000 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	1	924 sqft
VERIFIED	SUPERAGENT	Office Space	"170,000 AED/year"	"Goldcrest Executive, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	"1,366 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"Churchill Executive Tower, Churchill Towers, Business Bay, Dubai"	N/A	N/A	864 sqft
VERIFIED	SUPERAGENT	Office Space	"727,000 AED/year"	"Bay Square Building 10, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,618 sqft"
N/A	SUPERAGENT	Office Space	"205,000 AED/year"	"Lake Central, Business Bay, Dubai"	N/A	1	"1,130 sqft"
VERIFIED	SUPERAGENT	Office Space	"216,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	893 sqft
N/A	SUPERAGENT	Full Floor	"3,500,000 AED/year"	"The Regal Tower, Business Bay, Dubai"	N/A	N/A	"14,220 sqft"
N/A	SUPERAGENT	Half Floor	"1,400,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	N/A	"6,202 sqft"
VERIFIED	SUPERAGENT	Office Space	"125,000 AED/year"	"Fortune Tower, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	"1,035 sqft"
VERIFIED	SUPERAGENT	Office Space	"225,000 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	1	"1,356 sqft"
VERIFIED	SUPERAGENT	Retail	"150,000 AED/year"	"AZIZI Riviera 3, Meydan One, Meydan, Dubai"	N/A	N/A	325 sqft
VERIFIED	SUPERAGENT	Retail	"335,000 AED/year"	"The Jewel Tower B, The Jewels, Dubai Marina, Dubai"	N/A	N/A	"1,112 sqft"
VERIFIED	N/A	Office Space	"560,000 AED/year"	"Swiss Tower, JLT Cluster Y, Jumeirah Lake Towers, Dubai"	N/A	2	"2,554 sqft"
N/A	SUPERAGENT	Office Space	"230,000 AED/year"	"Lake Central, Business Bay, Dubai"	N/A	1	988 sqft
VERIFIED	SUPERAGENT	Office Space	"600,000 AED/year"	"Park Tower A, Park Towers, DIFC, Dubai"	N/A	N/A	"1,644 sqft"
VERIFIED	SUPERAGENT	Office Space	"170,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	N/A	"1,209 sqft"
VERIFIED	N/A	Office Space	"110,000 AED/year"	"Silver Tower (Ag Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	1	558 sqft
VERIFIED	SUPERAGENT	Office Space	"200,511 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	893 sqft
VERIFIED	SUPERAGENT	Office Space	"230,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	1	877 sqft
VERIFIED	SUPERAGENT	Office Space	"160,000 AED/year"	"Platinum Tower (Pt Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	1	954 sqft
VERIFIED	SUPERAGENT	Retail	"350,000 AED/year"	"Boutique XII, Culture Village, Dubai"	N/A	1	"1,627 sqft"
VERIFIED	SUPERAGENT	Office Space	"173,000 AED/year"	"Al Manara Tower, Business Bay, Dubai"	N/A	1	"1,017 sqft"
VERIFIED	SUPERAGENT	Office Space	"119,000 AED/year"	"Fortune Executive, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,063 sqft"
VERIFIED	SUPERAGENT	Villa	"4,000,000 AED/year"	"Roda Boutique Villas, Umm Suqeim 1, Umm Suqeim, Dubai"	N/A	5	"15,000 sqft"
N/A	SUPERAGENT	Office Space	"100,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	530 sqft
VERIFIED	N/A	Shop	"115,000 AED/year"	"K01, Greece Cluster, International City, Dubai"	N/A	1	947 sqft
VERIFIED	SUPERAGENT	Office Space	"100,000 AED/year"	"Gold Tower (Au Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	559 sqft
N/A	SUPERAGENT	Office Space	"318,945 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	1	"1,933 sqft"
VERIFIED	SUPERAGENT	Whole Building	"6,000,000 AED/year"	"Casa Flores, Green Community Motor City, Motor City, Dubai"	N/A	N/A	"12,329 sqft"
VERIFIED	SUPERAGENT	Office Space	"140,000 AED/year"	"B2B Tower, Business Bay, Dubai"	N/A	N/A	525 sqft
VERIFIED	N/A	Office Space	"650,000 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	1	"1,488 sqft"
VERIFIED	SUPERAGENT	Office Space	"160,000 AED/year"	"Lake Central, Business Bay, Dubai"	N/A	1	906 sqft
VERIFIED	SUPERAGENT	Retail	"140,000 AED/year"	"AZIZI RIviera 18, Meydan One, Meydan, Dubai"	N/A	1	483 sqft
VERIFIED	SUPERAGENT	Office Space	"185,000 AED/year"	"HDS Tower, JLT Cluster F, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,089 sqft"
VERIFIED	SUPERAGENT	Office Space	"122,280 AED/year"	"Fortune Tower, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,019 sqft"
VERIFIED	SUPERAGENT	Office Space	"119,999 AED/year"	"Binghatti Emerald, Jumeirah Village Circle, Dubai"	N/A	1	666 sqft
VERIFIED	SUPERAGENT	Shop	"120,000 AED/year"	"AZIZI Riviera 3, Meydan One, Meydan, Dubai"	N/A	1	306 sqft
N/A	SUPERAGENT	Shop	"39,999 AED/year"	"Zayd Bin Aslam Street, Abu shagara, Sharjah"	N/A	1	500 sqft
N/A	SUPERAGENT	Villa	"275,000 AED/year"	"Al Ramla East, Al Ramla, Halwan, Sharjah"	N/A	7+	"7,000 sqft"
VERIFIED	N/A	Office Space	"435,000 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	1	"2,623 sqft"
VERIFIED	SUPERAGENT	Shop	"46,999 AED/year"	"X18, England Cluster, International City, Dubai"	N/A	1	505 sqft
VERIFIED	SUPERAGENT	Office Space	"315,000 AED/year"	"Mazaya Business Avenue BB2, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,698 sqft"
N/A	SUPERAGENT	Villa	"400,000 AED/year"	"Royal Marina Villas, Marina Village, Abu Dhabi"	N/A	7	"4,908 sqft"
N/A	SUPERAGENT	Office Space	"400,000 AED/year"	"Al Khaleej Al Arabi Street, Al Bateen, Abu Dhabi"	N/A	2	"3,068 sqft"
N/A	N/A	Land	"2,400,000 AED/year"	"Saih Shuaib 4, Dubai Industrial City, Dubai"	N/A	N/A	"200,000 sqft"
VERIFIED	N/A	Retail	"390,000 AED/year"	"The Sloane, Jumeirah Village Circle, Dubai"	N/A	N/A	"1,818 sqft"
N/A	SUPERAGENT	Warehouse	"595,000 AED/year"	"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	1	"6,000 sqft"
N/A	SUPERAGENT	Office Space	"105,000 AED/year"	"Al Dhait South, Al Dhait, Ras Al Khaimah"	N/A	1	"3,200 sqft"
N/A	SUPERAGENT	Office Space	"195,000 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,095 sqft"
N/A	SUPERAGENT	Shop	"847,000 AED/year"	"P1753, Al Dana, Al Raha Beach, Abu Dhabi"	N/A	N/A	"5,694 sqft"
VERIFIED	SUPERAGENT	Office Space	"165,000 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	1	"1,151 sqft"
VERIFIED	N/A	Retail	"1,192,622 AED/year"	"The Paragon by IGO, Business Bay, Dubai"	N/A	1	"1,854 sqft"
N/A	SUPERAGENT	Retail	"252,000 AED/year"	"Siemens Building, Masdar City, Abu Dhabi"	N/A	2	"1,947 sqft"
VERIFIED	SUPERAGENT	Retail	"110,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	1	415 sqft
N/A	N/A	Warehouse	"2,525,163 AED/year"	"ICAD - Industrial City Of Abu Dhabi, Mussafah, Abu Dhabi"	N/A	N/A	"9,913 sqft"
N/A	SUPERAGENT	Office Space	"5,000 AED/year"	"Julphar Commercial Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	2	500 sqft
N/A	SUPERAGENT	Retail	"70,000 AED/year"	"Al Salam Centre, Naif, Deira, Dubai"	N/A	N/A	137 sqft
N/A	N/A	Office Space	"476,518 AED/year"	"Building 24, Dubai Internet City, Dubai"	N/A	N/A	"2,508 sqft"
VERIFIED	SUPERAGENT	Office Space	"270,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	867 sqft
N/A	SUPERAGENT	Warehouse	"503,500 AED/year"	"Al Khabisi, Deira, Dubai"	N/A	N/A	"5,300 sqft"
VERIFIED	SUPERAGENT	Office Space	"180,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	975 sqft
N/A	SUPERAGENT	Office Space	"110,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	530 sqft
N/A	SUPERAGENT	Office Space	"753,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	N/A	"3,766 sqft"
VERIFIED	N/A	Show Room	"300,000 AED/year"	"Arif and Bintoak Building, Al Karama, Dubai"	N/A	1	"3,500 sqft"
VERIFIED	SUPERAGENT	Office Space	"60,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	314 sqft
VERIFIED	N/A	Office Space	"350,000 AED/year"	"The Onyx Tower 2, The Onyx Towers, Greens, Dubai"	N/A	N/A	"1,033 sqft"
N/A	SUPERAGENT	Office Space	"3,054,780 AED/year"	"Jumeirah Business Centre 3 (JBC 3), JLT Cluster Y, Jumeirah Lake Towers, Dubai"	N/A	N/A	"11,314 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"Jumeirah Business Centre 4 (JBC 4), JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,095 sqft"
N/A	SUPERAGENT	Warehouse	"320,000 AED/year"	"Al Khabisi, Deira, Dubai"	N/A	N/A	"5,500 sqft"
N/A	SUPERAGENT	Warehouse	"261,000 AED/year"	"Midtown, Dubai Production City (IMPZ), Dubai"	N/A	2	"3,467 sqft"
VERIFIED	SUPERAGENT	Office Space	"170,000 AED/year"	"Jumeirah Business Centre 2 (JBC 2), JLT Cluster V, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,023 sqft"
N/A	SUPERAGENT	Office Space	"275,000 AED/year"	"Fortune Executive, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,865 sqft"
N/A	SUPERAGENT	Villa	"350,000 AED/year"	"Al Qadsiya, Al Heerah, Sharjah"	N/A	7	"10,000 sqft"
VERIFIED	SUPERAGENT	Office Space	"290,992 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	N/A	"1,454 sqft"
N/A	SUPERAGENT	Villa	"750,000 AED/year"	"Umm Suqeim 2 Villas, Umm Suqeim 2, Umm Suqeim, Dubai"	N/A	6	"5,188 sqft"
VERIFIED	N/A	Office Space	"170,000 AED/year"	"Fortune Executive, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	1	"1,221 sqft"
N/A	SUPERAGENT	Office Space	"180,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	N/A	814 sqft
VERIFIED	N/A	Retail	"110,000 AED/year"	"Azizi Riviera 22, Meydan One, Meydan, Dubai"	N/A	1	292 sqft
VERIFIED	SUPERAGENT	Office Space	"110,000 AED/year"	"Goldcrest Executive, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	878 sqft
N/A	SUPERAGENT	Retail	"125,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	341 sqft
VERIFIED	N/A	Office Space	"425,000 AED/year"	"Bay Square Building 12, Bay Square, Business Bay, Dubai"	N/A	N/A	"1,617 sqft"
VERIFIED	SUPERAGENT	Office Space	"140,000 AED/year"	"Binghatti Emerald, Jumeirah Village Circle, Dubai"	N/A	1	617 sqft
N/A	SUPERAGENT	Office Space	"700,000 AED/year"	"South Tower, Emirates Financial Towers, DIFC, Dubai"	N/A	N/A	"1,968 sqft"
N/A	SUPERAGENT	Office Space	"350,000 AED/year"	"Park Towers Podium, Park Towers, DIFC, Dubai"	N/A	1	"1,000 sqft"
N/A	SUPERAGENT	Office Space	"265,000 AED/year"	"HDS Business Centre, JLT Cluster M, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,762 sqft"
N/A	SUPERAGENT	Warehouse	"2,600,000 AED/year"	"Ras Al Khor Industrial, Ras Al Khor, Dubai"	N/A	N/A	"40,000 sqft"
VERIFIED	SUPERAGENT	Shop	"130,000 AED/year"	"Schon Business Park, Dubai Investment Park (DIP), Dubai"	N/A	1	"2,263 sqft"
N/A	N/A	Office Space	"928,000 AED/year"	"Corniche Tower, Corniche Road, Abu Dhabi"	N/A	N/A	"4,994 sqft"
N/A	SUPERAGENT	Warehouse	"261,800 AED/year"	"Al Quoz 4, Al Quoz, Dubai"	N/A	N/A	"3,080 sqft"
N/A	SUPERAGENT	Office Space	"78,700 AED/year"	"Sahab Al Emarat Tower, Al Mamzar - Sharjah, Sharjah"	N/A	1	"1,573 sqft"
VERIFIED	SUPERAGENT	Retail	"115,000 AED/year"	"Park Towers Podium, Park Towers, DIFC, Dubai"	N/A	N/A	472 sqft
N/A	SUPERAGENT	Office Space	"199,440 AED/year"	"Danet Abu Dhabi, Abu Dhabi"	N/A	2	"1,341 sqft"
VERIFIED	SUPERAGENT	Office Space	"200,000 AED/year"	"Crystal Tower, Business Bay, Dubai"	N/A	N/A	"1,086 sqft"
N/A	SUPERAGENT	Office Space	"80,000 AED/year"	"Dubai Star, JLT Cluster L, Jumeirah Lake Towers, Dubai"	N/A	1	785 sqft
N/A	SUPERAGENT	Office Space	"2,225,000 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	N/A	"3,374 sqft"
N/A	N/A	Labor Camp	"540,000 AED/year"	"Industrial Area 3, Sharjah Industrial Area, Sharjah"	N/A	7+	"19,784 sqft"
N/A	N/A	Office Space	"116,880 AED/year"	"Al Mamzar Tower, Al Mamzar - Sharjah, Sharjah"	N/A	N/A	"1,948 sqft"
N/A	N/A	Warehouse	"380,000 AED/year"	"Industrial Area 12, Sharjah Industrial Area, Sharjah"	N/A	1	"9,600 sqft"
N/A	N/A	Office Space	"272,975 AED/year"	"Sahara Healthcare City, Al Nahda, Sharjah"	N/A	N/A	"3,412 sqft"
N/A	SUPERAGENT	Office Space	"500,000 AED/year"	"Control Tower, Motor City, Dubai"	N/A	1	"3,310 sqft"
N/A	SUPERAGENT	Office Space	"45,000 AED/year"	"Julphar Towers, Al Nakheel, Ras Al Khaimah"	N/A	1	"1,076 sqft"
N/A	N/A	Office Space	"1,149,450 AED/year"	"Abu Dhabi Global Market (ADGM), Sowwah Square, Al Maryah, Abu Dhabi"	N/A	N/A	"5,102 sqft"
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"The Metropolis, Business Bay, Dubai"	N/A	N/A	877 sqft
VERIFIED	SUPERAGENT	Retail	"160,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	N/A	493 sqft
N/A	N/A	Full Floor	"1,402,100 AED/year"	"Al Moosa Tower 2, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	2	"8,012 sqft"
N/A	SUPERAGENT	Shop	"23,000 AED/year"	"Al Rawda 3, Al Rawda, Ajman"	N/A	N/A	300 sqft
N/A	N/A	Warehouse	"300,000 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	1	"4,500 sqft"
N/A	SUPERAGENT	Office Space	"100,000 AED/year"	"Al Warsan Building, Barsha Heights (Tecom), Dubai"	N/A	1	900 sqft
N/A	SUPERAGENT	Office Space	"523,500 AED/year"	"Maze Tower, Sheikh Zayed Road, Dubai"	N/A	1	"1,745 sqft"
VERIFIED	SUPERAGENT	Shop	"120,000 AED/year"	"AZIZI Riviera 6, Meydan One, Meydan, Dubai"	N/A	N/A	341 sqft
VERIFIED	SUPERAGENT	Office Space	"240,000 AED/year"	"The Citadel Tower, Business Bay, Dubai"	N/A	N/A	"1,198 sqft"
N/A	SUPERAGENT	Warehouse	"110,000 AED/year"	"Al Jurf Industrial 2, Al Jurf Industrial, Ajman"	N/A	1	"3,000 sqft"
N/A	SUPERAGENT	Warehouse	"148,200 AED/year"	"Al Jurf Industrial 2, Al Jurf Industrial, Ajman"	N/A	1	"4,000 sqft"
N/A	SUPERAGENT	Warehouse	"232,500 AED/year"	"Al Jurf Industrial 2, Al Jurf Industrial, Ajman"	N/A	1	"4,850 sqft"
N/A	SUPERAGENT	Warehouse	"2,627,900 AED/year"	"Al Quoz Industrial Area 2, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	N/A	"42,100 sqft"
VERIFIED	N/A	Office Space	"3,857,126 AED/year"	"Vision Tower, Business Bay, Dubai"	N/A	N/A	"5,934 sqft"
VERIFIED	N/A	Office Space	"200,000 AED/year"	"Sobha Ivory Tower 1, Sobha Ivory Towers, Business Bay, Dubai"	N/A	N/A	"1,177 sqft"
VERIFIED	N/A	Office Space	"285,750 AED/year"	"North Tower, Emirates Financial Towers, DIFC, Dubai"	N/A	N/A	572 sqft
VERIFIED	N/A	Office Space	"195,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	N/A	"1,157 sqft"
VERIFIED	N/A	Office Space	"319,917 AED/year"	"North Tower, Emirates Financial Towers, DIFC, Dubai"	N/A	N/A	820 sqft
VERIFIED	N/A	Office Space	"195,000 AED/year"	"The Prism, Business Bay, Dubai"	N/A	N/A	"1,164 sqft"
N/A	N/A	Office Space	"628,350 AED/year"	"Abu Dhabi Global Market (ADGM), Sowwah Square, Al Maryah, Abu Dhabi"	N/A	N/A	"2,293 sqft"
N/A	N/A	Warehouse	"200,000 AED/year"	"Industrial Park, RAK FTZ, Ras Al Khaimah"	N/A	1	"5,381 sqft"
VERIFIED	SUPERAGENT	Office Space	"150,000 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	2	"1,344 sqft"
VERIFIED	N/A	Shop	"200,000 AED/year"	"Rokane G25, Jumeirah Village Circle, Dubai"	N/A	N/A	523 sqft
N/A	N/A	Full Floor	"2,106,250 AED/year"	"Prestige Tower 17, Prestige Towers, Mohamed Bin Zayed City, Abu Dhabi"	N/A	7+	"18,137 sqft"
VERIFIED	N/A	Office Space	"180,000 AED/year"	"Sobha Sapphire, Business Bay, Dubai"	N/A	N/A	"1,109 sqft"
VERIFIED	N/A	Office Space	"320,000 AED/year"	"Silver Tower (Ag Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	726 sqft
N/A	N/A	Shop	"65,000 AED/year"	"Ajman 44 building, Al Hamidiya 1, Al Hamidiya, Ajman"	N/A	N/A	"1,000 sqft"
N/A	N/A	Show Room	"450,000 AED/year"	"Al Mahatta Building, Al Mahatta, Al Qasimia, Sharjah"	N/A	N/A	"9,780 sqft"
N/A	N/A	Office Space	"272,975 AED/year"	"Sahara Healthcare City, Al Nahda, Sharjah"	N/A	N/A	"3,412 sqft"
N/A	N/A	Office Space	"121,810 AED/year"	"Al Marzouqi Tower C, Al Marzouqi Towers, Al Qasimia, Sharjah"	N/A	2	"1,874 sqft"
N/A	N/A	Full Floor	"1,500,000 AED/year"	"The Mangroves, Al Qurm, Ras Al Khaimah"	N/A	1	"32,669 sqft"
N/A	N/A	Office Space	"32,000 AED/year"	"The Mangroves, Al Qurm, Ras Al Khaimah"	N/A	N/A	"1,206 sqft"
N/A	N/A	Office Space	"30,000 AED/year"	"The Mangroves, Al Qurm, Ras Al Khaimah"	N/A	N/A	"1,163 sqft"
VERIFIED	SUPERAGENT	Office Space	"400,000 AED/year"	"Opal Tower, Business Bay, Dubai"	N/A	N/A	"2,202 sqft"
VERIFIED	N/A	Office Space	"270,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	N/A	"1,388 sqft"
N/A	SUPERAGENT	Warehouse	"129,999 AED/year"	"Al Jurf Industrial 2, Al Jurf Industrial, Ajman"	N/A	1	"3,000 sqft"
N/A	SUPERAGENT	Warehouse	"95,000 AED/year"	"Al Jurf Industrial 1, Al Jurf Industrial, Ajman"	N/A	1	"2,600 sqft"
VERIFIED	N/A	Office Space	"70,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	314 sqft
N/A	N/A	Warehouse	"70,000 AED/year"	"Industrial Area 1, Emirates Modern Industrial, Umm Al Quwain"	N/A	1	"2,500 sqft"
N/A	N/A	Land	"200,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	N/A	"20,000 sqft"
N/A	N/A	Warehouse	"110,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	1	"2,500 sqft"
N/A	N/A	Land	"750,000 AED/year"	"Al Sajaa S, Al Sajaa, Sharjah"	N/A	N/A	"100,000 sqft"
N/A	N/A	Warehouse	"140,000 AED/year"	"Industrial Area 2, Emirates Modern Industrial, Umm Al Quwain"	N/A	N/A	"3,500 sqft"
N/A	N/A	Shop	"20,000 AED/year"	"Al Rawda 2 Villas, Al Rawda 2, Al Rawda, Ajman"	N/A	N/A	400 sqft
N/A	SUPERAGENT	Half Floor	"2,288,660 AED/year"	"Landmark Tower, Dubai Marina, Dubai"	N/A	4	"10,403 sqft"
N/A	N/A	Warehouse	"80,000 AED/year"	"Wadi AL AIN 1, Al Noud, Al Ain"	N/A	1	"2,100 sqft"
N/A	N/A	Warehouse	"100,000 AED/year"	"Wadi AL AIN 1, Al Noud, Al Ain"	N/A	1	"1,650 sqft"
N/A	N/A	Office Space	"4,050,000 AED/year"	"Khalidiya Street, Al Khalidiya, Abu Dhabi"	N/A	N/A	"32,292 sqft"
N/A	SUPERAGENT	Warehouse	"1,350,000 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	N/A	"17,799 sqft"
N/A	SUPERAGENT	Office Space	"318,945 AED/year"	"Al Moosa Tower 1, Al Moosa Towers, Sheikh Zayed Road, Dubai"	N/A	N/A	"1,933 sqft"
N/A	SUPERAGENT	Warehouse	"120,000 AED/year"	"Al Jurf Industrial 1, Al Jurf Industrial, Ajman"	N/A	1	"3,000 sqft"
N/A	N/A	Warehouse	"480,000 AED/year"	"Jebel Ali Industrial 1, Jebel Ali Industrial, Jebel Ali, Dubai"	N/A	N/A	"9,600 sqft"
N/A	SUPERAGENT	Office Space	"270,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	1	"1,628 sqft"
N/A	N/A	Retail	"412,800 AED/year"	"Al Marasy, Al Bateen, Abu Dhabi"	N/A	N/A	"2,500 sqft"
N/A	N/A	Villa	"900,000 AED/year"	"Bawabat Al Sharq, Baniyas East, Baniyas, Abu Dhabi"	N/A	7+	"13,430 sqft"
VERIFIED	N/A	Office Space	"100,000 AED/year"	"One Lake Plaza, JLT Cluster T, Jumeirah Lake Towers, Dubai"	N/A	2	916 sqft
N/A	SUPERAGENT	Retail	"160,000 AED/year"	"Azizi Riviera 20, Meydan One, Meydan, Dubai"	N/A	N/A	335 sqft
