Verification,Agent,Type,Price,Location,Bedroom,Bathroom,Area
VERIFIED,SUPERAGENT,Villa,"15,750,000 AED","Orange Lake, Fire, Jumeirah Golf Estates, Dubai",4,5,"5,000 sqft"
VERIFIED,SUPERAGENT,Apartment,"670,000 AED","AG Square, Dubai Land Residence Complex, Dubai",1,2,746 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,300,000 AED","Greenviews 2, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,989 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,250,000 AED","Parkside 2, EMAAR South, Dubai South (Dubai World Central), Dubai",3,3,"1,990 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,280,000 AED","Forte 2, Forte, Downtown Dubai, Dubai",2,2,"1,132 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,725,000 AED","Botanica Tower, Dubai Marina, Dubai",1,2,830 sqft
VERIFIED,SUPERAGENT,Apartment,"1,275,000 AED","Mama Shelter Residences, Business Bay, Dubai",studio,1,452 sqft
N/A,SUPERAGENT,Apartment,"983,000 AED","Safa 1, Aljada, Sharjah",1,2,725 sqft
VERIFIED,SUPERAGENT,Apartment,"5,800,000 AED","Erin, Central Park at City Walk, City Walk, Dubai",3,3,"1,650 sqft"
VERIFIED,SUPERAGENT,Apartment,"890,000 AED","Escan Tower, Dubai Marina, Dubai",1,1,659 sqft
VERIFIED,SUPERAGENT,Townhouse,"4,300,000 AED","Jebel Ali Village Townhouses, Jebel Ali Village, Jebel Ali, Dubai",3,4,"2,601 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,950,000 AED","Marina Vista, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,"1,112 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,000,000 AED","Marina Living, Dubai Marina, Dubai",1,2,736 sqft
VERIFIED,SUPERAGENT,Apartment,"2,700,000 AED","Beach Mansion, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,790 sqft
VERIFIED,SUPERAGENT,Apartment,"1,150,000 AED","Marina Pinnacle, Dubai Marina, Dubai",1,2,837 sqft
VERIFIED,SUPERAGENT,Apartment,"7,300,000 AED","Building 11B, City Walk, Dubai",3,5,"2,336 sqft"
N/A,SUPERAGENT,Villa,"1,700,000 AED","Al Aamra Gardens, Al Amerah, Ajman",6,7+,"3,014 sqft"
VERIFIED,SUPERAGENT,Apartment,"500,000 AED","Azizi Star, Al Furjan, Dubai",studio,1,390 sqft
N/A,SUPERAGENT,Apartment,"630,000 AED","Gulfa Towers, Al Rashidiya 1, Al Rashidiya, Ajman",1,2,"1,212 sqft"
VERIFIED,SUPERAGENT,Villa,"11,000,000 AED","Bay Villas, Dubai Islands, Deira, Dubai",4,5,"6,611 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,000,000 AED","Arabella Townhouses 3, Arabella Townhouses, Mudon, Dubai",3,3,"1,951 sqft"
VERIFIED,SUPERAGENT,Villa,"3,000,000 AED","Bliss, Arabian Ranches 3, Dubai",3,4,"1,376 sqft"
VERIFIED,SUPERAGENT,Apartment,"11,000,000 AED","Apartment Building 9, Bluewaters Residences, Bluewaters, Dubai",3,4,"2,048 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,000,000 AED","Canal Front Residence 1, Canal Front Residences, Al Wasl, Dubai",2,3,"1,413 sqft"
VERIFIED,SUPERAGENT,Villa,"5,700,000 AED","Santorini, Damac Lagoons, Dubai",6,7,"4,653 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,500,000 AED","Mudon Al Ranim 2, Mudon, Dubai",4,4,"2,714 sqft"
VERIFIED,SUPERAGENT,Villa,"5,800,000 AED","Golf Links, EMAAR South, Dubai South (Dubai World Central), Dubai",4,4,"2,960 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,100,000 AED","Bay Square Building 9, Bay Square, Business Bay, Dubai",studio,1,664 sqft
VERIFIED,SUPERAGENT,Apartment,"1,500,000 AED","Sobha One, Ras Al Khor Industrial, Ras Al Khor, Dubai",1,1,550 sqft
VERIFIED,SUPERAGENT,Apartment,"10,750,000 AED","Tower A, Damac Bay, Dubai Harbour, Dubai",3,4,"2,120 sqft"
VERIFIED,SUPERAGENT,Apartment,"37,000,000 AED","Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",3,4,"2,698 sqft"
VERIFIED,SUPERAGENT,Apartment,"9,299,000 AED","Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",3,4,"1,867 sqft"
N/A,SUPERAGENT,Apartment,"892,000 AED","Binghatti Elite, Dubai Production City (IMPZ), Dubai",1,2,792 sqft
N/A,SUPERAGENT,Apartment,"500,000 AED","Binghatti Elite, Dubai Production City (IMPZ), Dubai",studio,1,377 sqft
VERIFIED,SUPERAGENT,Apartment,"540,000 AED","Jewelz by Danube, Arjan, Dubai",studio,1,422 sqft
VERIFIED,SUPERAGENT,Apartment,"1,750,000 AED","Hyde Walk, Jumeirah Garden City, Al Satwa, Dubai",1,2,"1,048 sqft"
N/A,SUPERAGENT,Land,"960,000 AED","Tilal City C, Tilal City, Sharjah",N/A,N/A,"4,373 sqft"
VERIFIED,SUPERAGENT,Villa,"50,000,000 AED","Golf Place 1, Golf Place, Dubai Hills Estate, Dubai",6,7+,"13,167 sqft"
VERIFIED,SUPERAGENT,Apartment,"585,000 AED","Artesia A, Artesia, DAMAC Hills, Dubai",studio,1,499 sqft
VERIFIED,SUPERAGENT,Villa,"7,400,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,6,"4,972 sqft"
VERIFIED,SUPERAGENT,Townhouse,"6,500,000 AED","Belair Damac Hills - By Trump Estates, DAMAC Hills, Dubai",6,7,"3,913 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,169,000 AED","Azura Residences, Dubai Islands, Deira, Dubai",2,4,"1,640 sqft"
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","Plaza Residences 1, Plaza Residences, Jumeirah Village Circle, Dubai",1,2,857 sqft
VERIFIED,SUPERAGENT,Villa,"16,500,000 AED","Savannah 1, Savannah, Arabian Ranches, Dubai",5,5,"5,500 sqft"
VERIFIED,N/A,Townhouse,"3,200,000 AED","Maha Townhouses, Town Square, Dubai",4,4,"2,811 sqft"
VERIFIED,SUPERAGENT,Villa,"11,800,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",6,7+,"6,352 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,675,000 AED","Indigo Tower, JLT Cluster D, Jumeirah Lake Towers, Dubai",1,2,866 sqft
VERIFIED,SUPERAGENT,Apartment,"5,200,000 AED","Vida Residence 4, Vida Residence, The Hills, Dubai",3,4,"1,781 sqft"
VERIFIED,SUPERAGENT,Apartment,"600,000 AED","Celia Residence, Dubai Studio City, Dubai",studio,1,350 sqft
VERIFIED,SUPERAGENT,Apartment,"2,700,000 AED","Aykon City Tower B, Aykon City, Business Bay, Dubai",3,4,"1,701 sqft"
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","Westar Casablanca, Jumeirah Village Circle, Dubai",4,5,"3,484 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,400,000 AED","Louvre Abu Dhabi Residences, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",2,3,"1,604 sqft"
VERIFIED,SUPERAGENT,Villa,"6,100,000 AED","Aura, Tilal Al Ghaf, Dubai",4,5,"3,411 sqft"
VERIFIED,SUPERAGENT,Apartment,"550,000 AED","Artesia A, Artesia, DAMAC Hills, Dubai",studio,1,478 sqft
VERIFIED,SUPERAGENT,Apartment,"11,999,000 AED","Apartment Building 2, Bluewaters Residences, Bluewaters, Dubai",3,5,"2,060 sqft"
VERIFIED,SUPERAGENT,Villa,"6,250,000 AED","Rahat, Mudon, Dubai",3,5,"6,939 sqft"
VERIFIED,SUPERAGENT,Villa,"24,000,000 AED","Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",4,5,"10,287 sqft"
VERIFIED,N/A,Apartment,"3,200,000 AED","5242 Tower 2, 5242, Dubai Marina, Dubai",2,2,"1,126 sqft"
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",3,5,"2,031 sqft"
N/A,SUPERAGENT,Apartment,"4,368,888 AED","Golf Acres, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"2,564 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,350,000 AED","Peninsula One, Peninsula, Business Bay, Dubai",2,2,898 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,300,000 AED","Marbella, Damac Lagoons, Dubai",4,4,"1,550 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,600,000 AED","Parkside Hills, Dubai Hills Estate, Dubai",3,3,"1,855 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,470,000 AED","MBL Residence, JLT Cluster K, Jumeirah Lake Towers, Dubai",2,2,"1,336 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,050,000 AED","Amaranta, Villanova, Dubai Land, Dubai",4,4,"2,587 sqft"
VERIFIED,SUPERAGENT,Villa,"7,700,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,7+,"4,963 sqft"
VERIFIED,SUPERAGENT,Villa,"11,999,999 AED","Meadows 5, Meadows, Dubai",5,5,"3,750 sqft"
VERIFIED,SUPERAGENT,Villa,"3,175,000 AED","Springs 4, The Springs, Dubai",3,3,"1,857 sqft"
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","Mira 5, Mira, Reem, Dubai",3,3,"2,617 sqft"
N/A,SUPERAGENT,Apartment,"622,000 AED","Ajman One Tower 1, Ajman One, Ajman Downtown, Ajman",1,2,"1,200 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,100,000 AED","Zada Tower, Business Bay, Dubai",1,1,470 sqft
VERIFIED,SUPERAGENT,Villa,"18,000,000 AED","Carmen, Victory Heights, Dubai Sports City, Dubai",5,5,"10,006 sqft"
N/A,SUPERAGENT,Apartment,"800,000 AED","Royal breeze 2, Royal Breeze, Al Hamra Village, Ras Al Khaimah",1,1,805 sqft
VERIFIED,SUPERAGENT,Villa,"5,100,000 AED","The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",5,5,"4,020 sqft"
VERIFIED,SUPERAGENT,Villa,"3,600,000 AED","Elan, Tilal Al Ghaf, Dubai",3,3,"1,511 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,175,000 AED","Loreto 3 A, Loreto, DAMAC Hills, Dubai",1,2,916 sqft
VERIFIED,SUPERAGENT,Apartment,"3,490,000 AED","Palace Residences, Dubai Creek Harbour (The Lagoons), Dubai",2,2,"1,174 sqft"
VERIFIED,SUPERAGENT,Apartment,"790,000 AED","The Pulse Boulevard Apartments (C2), The Pulse, Dubai South (Dubai World Central), Dubai",1,3,870 sqft
VERIFIED,SUPERAGENT,Apartment,"2,450,000 AED","Ocean Heights, Dubai Marina, Dubai",2,3,"1,493 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,600,000 AED","JW Marriott Hotel Marina, Dubai Marina, Dubai",1,2,864 sqft
VERIFIED,SUPERAGENT,Villa,"14,750,000 AED","Al Mahra, Arabian Ranches, Dubai",5,5,"4,590 sqft"
VERIFIED,SUPERAGENT,Villa,"3,200,000 AED","Diagon at Athlon, Athlon by Aldar, Dubai Land, Dubai",3,4,"1,980 sqft"
VERIFIED,SUPERAGENT,Apartment,"800,000 AED","Marina Blue Tower, Marina Square, Al Reem Island, Abu Dhabi",1,2,807 sqft
VERIFIED,SUPERAGENT,Apartment,"650,000 AED","Seven City JLT, Jumeirah Lake Towers, Dubai",studio,1,415 sqft
VERIFIED,SUPERAGENT,Villa,"7,285,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,6,"4,963 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,175,000 AED","Burj Crown, Downtown Dubai, Dubai",2,2,"1,004 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,800,000 AED","Bayshore, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",1,1,884 sqft
VERIFIED,SUPERAGENT,Apartment,"2,300,000 AED","Grove, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",2,2,"1,058 sqft"
N/A,SUPERAGENT,Villa,"1,590,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",4,4,"3,100 sqft"
N/A,SUPERAGENT,Villa,"1,500,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",4,6,"3,400 sqft"
VERIFIED,SUPERAGENT,Villa,"3,700,000 AED","Noya Viva, Noya, Yas Island, Abu Dhabi",4,6,"2,255 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,550,000 AED","The Torch, Dubai Marina, Dubai",1,2,963 sqft
VERIFIED,SUPERAGENT,Apartment,"1,300,000 AED","Saba Towers, JLT Cluster Q, Jumeirah Lake Towers, Dubai",1,2,"1,020 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,900,000 AED","Aurum Villas, Sanctnary, Damac Hills 2, Dubai",4,5,"1,881 sqft"
N/A,SUPERAGENT,Townhouse,"2,619,000 AED","Hayyan, Sharjah",4,5,"2,787 sqft"
N/A,SUPERAGENT,Villa,"6,299,000 AED","Hayyan, Sharjah",5,7+,"7,191 sqft"
VERIFIED,N/A,Villa,"16,750,000 AED","Chorisia 1 Villas, Al Barari, Dubai",4,5,"7,125 sqft"
VERIFIED,SUPERAGENT,Villa,"2,150,000 AED","Parkside 2, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,526 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,200,000 AED","Forte 1, Forte, Downtown Dubai, Dubai",3,4,"1,646 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,350,000 AED","Vida Residence Downtown, Downtown Dubai, Dubai",2,3,"1,371 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,050,000 AED","Binghatti Lavender, Jumeirah Village Circle, Dubai",1,1,797 sqft
VERIFIED,SUPERAGENT,Villa,"252,000,000 AED","District One Villas, District One, Mohammed Bin Rashid City, Dubai",7+,7+,"30,000 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,500,000 AED","Bliss, Arabian Ranches 3, Dubai",3,4,"2,207 sqft"
N/A,SUPERAGENT,Land,"1,650,000 AED","Al Sajaa S, Al Sajaa, Sharjah",N/A,N/A,"11,765 sqft"
N/A,SUPERAGENT,Villa,"10,607,498 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",4,5,"4,821 sqft"
N/A,SUPERAGENT,Villa,"26,742,192 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",6,7,"11,142 sqft"
N/A,SUPERAGENT,Villa,"16,620,122 AED","Siniyah Island, Umm Al Quwain Marina, Umm Al Quwain",5,6,"7,226 sqft"
VERIFIED,N/A,Villa,"6,100,000 AED","Aura, Tilal Al Ghaf, Dubai",4,5,"3,410 sqft"
N/A,SUPERAGENT,Apartment,"475,000 AED","Royal breeze 2, Royal Breeze, Al Hamra Village, Ras Al Khaimah",studio,1,452 sqft
VERIFIED,SUPERAGENT,Villa,"7,650,000 AED","Queens Meadow, DAMAC Hills, Dubai",5,6,"5,208 sqft"
VERIFIED,SUPERAGENT,Apartment,"820,000 AED","Elite Business Bay Residence, Business Bay, Dubai",studio,1,493 sqft
VERIFIED,SUPERAGENT,Villa,"2,750,000 AED","Mudon Al Ranim 3, Mudon, Dubai",3,4,"1,807 sqft"
VERIFIED,SUPERAGENT,Villa,"10,600,000 AED","Legacy, Jumeirah Park, Dubai",4,5,"4,545 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,200,000 AED","Jumeirah Gate Tower 2, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",1,2,809 sqft
VERIFIED,SUPERAGENT,Apartment,"2,790,000 AED","Creek Edge Tower 2, Creek Edge, Dubai Creek Harbour (The Lagoons), Dubai",2,2,"1,066 sqft"
VERIFIED,SUPERAGENT,Townhouse,"5,100,000 AED","Tilal Al Furjan, Al Furjan, Dubai",4,5,"3,616 sqft"
VERIFIED,N/A,Townhouse,"3,900,000 AED","Mudon Al Ranim 1, Mudon, Dubai",4,4,"2,583 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,100,000 AED","Peninsula One, Peninsula, Business Bay, Dubai",2,2,898 sqft
VERIFIED,SUPERAGENT,Villa,"8,650,000 AED","Carmen, Victory Heights, Dubai Sports City, Dubai",5,6,"6,693 sqft"
VERIFIED,SUPERAGENT,Villa,"7,390,000 AED","Souk Al Jubail, Al Jubail Island, Abu Dhabi",4,6,"3,627 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,450,000 AED","Park Heights 1, Park Heights, Dubai Hills Estate, Dubai",1,1,644 sqft
VERIFIED,SUPERAGENT,Apartment,"2,500,000 AED","Park Heights 2, Park Heights, Dubai Hills Estate, Dubai",2,2,956 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,200,000 AED","Mudon Al Ranim 2, Mudon, Dubai",3,4,"1,879 sqft"
N/A,SUPERAGENT,Land,"750,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",N/A,N/A,"4,000 sqft"
N/A,SUPERAGENT,Land,"670,000 AED","Al Bahia Hills, Al Bahia, Ajman",N/A,N/A,"3,014 sqft"
VERIFIED,SUPERAGENT,Villa,"4,375,000 AED","Springs 4, The Springs, Dubai",3,3,"2,456 sqft"
N/A,SUPERAGENT,Villa,"1,720,000 AED","Al Helio 2, Al Helio, Ajman",6,7+,"3,014 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,900,000 AED","District 5A, Jumeirah Village Triangle, Dubai",4,5,"3,543 sqft"
VERIFIED,N/A,Apartment,"22,000,000 AED","Atlantis The Royal Residences, Palm Jumeirah, Dubai",2,3,"2,207 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,850,000 AED","Jenna Main Square 2, Jenna Main Square, Town Square, Dubai",3,3,"1,276 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,700,000 AED","Shams Townhouses, Town Square, Dubai",3,N/A,"1,872 sqft"
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",3,4,"2,558 sqft"
VERIFIED,SUPERAGENT,Apartment,"7,100,000 AED","Address The Bay, EMAAR Beachfront, Dubai Harbour, Dubai",2,3,"1,282 sqft"
VERIFIED,SUPERAGENT,Villa,"15,995,000 AED","Orange Lake, Fire, Jumeirah Golf Estates, Dubai",5,6,"6,923 sqft"
VERIFIED,SUPERAGENT,Villa,"7,650,000 AED","Queens Meadow, DAMAC Hills, Dubai",5,6,"5,208 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,350,000 AED","Greenviews 2, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,900 sqft"
VERIFIED,SUPERAGENT,Villa,"16,750,000 AED","Meadows 1, Meadows, Dubai",5,4,"3,805 sqft"
VERIFIED,SUPERAGENT,Villa,"5,999,999 AED","Springs 3, The Springs, Dubai",3,4,"2,551 sqft"
N/A,SUPERAGENT,Villa,"3,200,000 AED","Fay Al Reeman II, Al Shamkha, Abu Dhabi",3,4,"3,405 sqft"
VERIFIED,SUPERAGENT,Villa,"6,300,000 AED","Belair Damac Hills - By Trump Estates, DAMAC Hills, Dubai",4,6,"3,768 sqft"
VERIFIED,N/A,Apartment,"1,230,000 AED","Golfville, Dubai Hills Estate, Dubai",1,1,569 sqft
VERIFIED,SUPERAGENT,Villa,"16,995,000 AED","Hattan, Arabian Ranches, Dubai",6,6,"6,000 sqft"
N/A,SUPERAGENT,Apartment,"997,000 AED","Safa 1, Aljada, Sharjah",1,2,735 sqft
N/A,SUPERAGENT,Apartment,"799,000 AED","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,2,732 sqft
VERIFIED,SUPERAGENT,Duplex,"3,500,000 AED","Murjan 5, Murjan, Jumeirah Beach Residence, Dubai",1,2,"2,118 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,799,000 AED","Bahar 1, Bahar, Jumeirah Beach Residence, Dubai",1,1,"1,198 sqft"
VERIFIED,SUPERAGENT,Villa,"3,299,999 AED","Ruba, Arabian Ranches 3, Dubai",3,3,"1,564 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,050,000 AED","Bliss, Arabian Ranches 3, Dubai",4,4,"1,833 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,900,000 AED","Sun, Arabian Ranches 3, Dubai",4,4,"2,407 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,200,000 AED","New Dubai Gate 1, JLT Cluster Q, Jumeirah Lake Towers, Dubai",2,2,921 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,550,000 AED","Mudon Al Ranim 7, Mudon, Dubai",4,4,"3,102 sqft"
VERIFIED,SUPERAGENT,Villa,"55,000,000 AED","Pearl Jumeirah Villas, Pearl Jumeirah, Jumeirah, Dubai",7,7+,"12,751 sqft"
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","The Crescent Tower C, The Crescent, Dubai Production City (IMPZ), Dubai",2,3,"1,312 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,550,000 AED","Panorama at the Views Tower 1, Panorama at the Views, The Views, Dubai",1,2,845 sqft
VERIFIED,SUPERAGENT,Apartment,"1,600,000 AED","Divine Living, Arjan, Dubai",2,2,"1,383 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,100,000 AED","Murooj Al Furjan West, Al Furjan, Dubai",3,4,"2,200 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,200,000 AED","Springs 11, The Springs, Dubai",2,3,"1,647 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,500,000 AED","Al Andalus Tower G, Al Andalus, Jumeirah Golf Estates, Dubai",2,2,"1,366 sqft"
VERIFIED,SUPERAGENT,Apartment,"9,299,999 AED","Jumeirah Living Business Bay, Business Bay, Dubai",2,4,"2,085 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,999,999 AED","Bahar 1, Bahar, Jumeirah Beach Residence, Dubai",2,2,"1,295 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,549,999 AED","Upper House West, Upper House, Jumeirah Lake Towers, Dubai",1,1,931 sqft
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","La Violeta 2, Villanova, Dubai Land, Dubai",3,4,"1,985 sqft"
N/A,SUPERAGENT,Land,"22,900,000 AED","Pearl Jumeirah, Jumeirah, Dubai",N/A,N/A,"15,263 sqft"
N/A,SUPERAGENT,Land,"50,000,000 AED","Jumeirah 1, Jumeirah, Dubai",N/A,N/A,"15,165 sqft"
N/A,SUPERAGENT,Land,"50,000,000 AED","Pearl Jumeirah, Jumeirah, Dubai",N/A,N/A,"15,165 sqft"
VERIFIED,SUPERAGENT,Villa,"4,950,000 AED","Al Reem 1, Al Reem, Arabian Ranches, Dubai",3,4,"3,488 sqft"
N/A,SUPERAGENT,Apartment,"1,349,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",2,3,"1,465 sqft"
N/A,SUPERAGENT,Townhouse,"1,600,000 AED","Hayyan, Sharjah",2,4,"1,706 sqft"
VERIFIED,SUPERAGENT,Villa,"4,000,000 AED","The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",4,5,"3,300 sqft"
VERIFIED,N/A,Villa,"3,500,000 AED","Springs 5, The Springs, Dubai",2,3,"1,690 sqft"
VERIFIED,N/A,Villa,"5,350,000 AED","Springs 15, The Springs, Dubai",3,3,"2,456 sqft"
VERIFIED,N/A,Villa,"5,400,000 AED","Springs 12, The Springs, Dubai",3,3,"2,700 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,705,000 AED","Sunridge By Emaar, Mina Rashid, Dubai",1,1,774 sqft
VERIFIED,SUPERAGENT,Villa,"17,350,000 AED","Estella, Victory Heights, Dubai Sports City, Dubai",5,5,"5,832 sqft"
VERIFIED,N/A,Villa,"32,000,000 AED","Wildflower, Earth, Jumeirah Golf Estates, Dubai",5,6,"9,400 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,900,000 AED","Wasl1, Al Kifaf, Bur Dubai, Dubai",2,3,"1,330 sqft"
VERIFIED,SUPERAGENT,Apartment,"520,000 AED","Glitz 3, Glitz, Dubai Studio City, Dubai",studio,1,433 sqft
N/A,SUPERAGENT,Villa,"6,099,999 AED","Nice, Damac Lagoons, Dubai",6,7,"5,100 sqft"
N/A,SUPERAGENT,Apartment,"1,528,471 AED","Viera Residences, Dubai Production City (IMPZ), Dubai",2,2,"1,147 sqft"
N/A,SUPERAGENT,Apartment,"1,070,679 AED","Viera Residences, Dubai Production City (IMPZ), Dubai",1,2,773 sqft
VERIFIED,SUPERAGENT,Apartment,"2,800,000 AED","Sunridge By Emaar, Mina Rashid, Dubai",2,2,"1,292 sqft"
VERIFIED,SUPERAGENT,Villa,"3,350,000 AED","Casa Dora, Serena, Dubai Land, Dubai",3,4,"2,778 sqft"
VERIFIED,SUPERAGENT,Townhouse,"5,000,000 AED","Masakin Al Furjan, South Village, Al Furjan, Dubai",4,6,"4,500 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,750,000 AED","Residences 18, District One, Mohammed Bin Rashid City, Dubai",1,2,832 sqft
VERIFIED,SUPERAGENT,Townhouse,"1,850,000 AED","Casablanca Boutique Villas, Zinnia, Damac Hills 2, Dubai",3,5,"2,799 sqft"
VERIFIED,SUPERAGENT,Townhouse,"1,650,000 AED","Casablanca Boutique Villas, Pacifica, Damac Hills 2, Dubai",3,5,"1,881 sqft"
N/A,SUPERAGENT,Apartment,"588,000 AED","Orient Tower 1, Orient Towers, Al Bustan, Ajman",1,2,"1,180 sqft"
VERIFIED,N/A,Townhouse,"4,300,000 AED","Murooj Al Furjan, Al Furjan, Dubai",3,4,"2,561 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,800,000 AED","Jadeel 3, Madinat Jumeirah Living, Umm Suqeim, Dubai",2,3,"1,325 sqft"
VERIFIED,SUPERAGENT,Villa,"5,200,000 AED","Maple 1, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",4,4,"2,175 sqft"
VERIFIED,SUPERAGENT,Villa,"36,999,999 AED","Novelia, Victory Heights, Dubai Sports City, Dubai",6,7,"14,337 sqft"
VERIFIED,SUPERAGENT,Villa,"7,750,000 AED","Legacy Nova Villas, Jumeirah Park, Dubai",4,3,"4,200 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,600,000 AED","Grand Bleu Tower 1, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,768 sqft
VERIFIED,SUPERAGENT,Villa,"11,500,000 AED","Novelia, Victory Heights, Dubai Sports City, Dubai",5,5,"4,802 sqft"
VERIFIED,SUPERAGENT,Apartment,"730,000 AED","Westwood Grande, Jumeirah Village Circle, Dubai",studio,1,433 sqft
VERIFIED,SUPERAGENT,Apartment,"4,750,000 AED","Port de La Mer, La Mer, Jumeirah, Dubai",2,2,"1,360 sqft"
VERIFIED,SUPERAGENT,Villa,"9,500,000 AED","Harmony 3, Harmony, Tilal Al Ghaf, Dubai",5,5,"5,617 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,500,000 AED","Port de La Mer, La Mer, Jumeirah, Dubai",1,1,810 sqft
VERIFIED,SUPERAGENT,Apartment,"2,750,000 AED","Port de La Mer, La Mer, Jumeirah, Dubai",1,1,816 sqft
N/A,SUPERAGENT,Townhouse,"4,190,000 AED","Murooj Al Furjan, Al Furjan, Dubai",3,4,"2,561 sqft"
